id,listing_url,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighborhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7475215,https://www.airbnb.com/rooms/7475215,city scrape,Comfortable & Stylish Studio on Newbury St; #2,"Our comfortable studio is centrally located on Boston's most Chic and Lively street. Newbury Street! Step outside our newly renovated Brownstone into the heart of the Back Bay. Take-in and explore our beautiful city by touring dozens of historic landmarks minutes from our studio,  indulge at one of our award winning neighboring restaurants , spoil yourself on Boston's most premier shopping destinations. There's something for everyone.  Let us host you and make your trip to Boston unforgettable.","Located in Boston’s award winning Back Bay district. Just steps from public transportation and trendy restaurants, shops, hair salons, upscale retail shopping financial and entertainment amenities Boston has to offer.",https://a0.muscache.com/pictures/prohost-api/Hosting-7475215/original/78e75441-212c-4fb3-9e74-853ba43d3c51.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Fire extinguisher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$280.00 ,1,1124,1,6,1125,1125,2.5,1125,,t,18,44,70,253,216,4.78,4.89,4.84,4.9,4.85,4.98,4.6,f,87,87,0,0,2.03
7475379,https://www.airbnb.com/rooms/7475379,city scrape,Stylish & Comfortable Newbury St Studio; #6,"Experience a bird’s eye view out the window of our charming second floor studio to one of Boston’s most sought-out destinations for tourists and locals. Located in the heart of the city, Newbury Street is a mile long stretch of 19th-century brownstones that are homes to hundreds of shops and restaurants. Experience all that Newbury Street has to offer from above with a city view that is unbeatable.","Located in Boston’s award winning Back Bay district. Just steps from public transportation and trendy restaurants, shops, hair salons, upscale retail shopping financial and entertainment amenities Boston has to offer.",https://a0.muscache.com/pictures/prohost-api/Hosting-7475379/original/a1b6ed14-8a48-43e8-a1f6-c941aecdfb06.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$295.00 ,1,1124,1,6,1125,1125,2.5,1125,,t,9,38,68,262,259,4.74,4.88,4.85,4.93,4.88,4.97,4.64,f,87,87,0,0,2.49
7475573,https://www.airbnb.com/rooms/7475573,city scrape,Charming Studio on Boston's iconic Newbury St; #8,"If that quintessential Boston experience is what you are searching for, we’ve got you covered. During the day, roam the bustling Newbury Street area (luxury shopping, Boston Public Library, The Public Garden) by night, nestle into bed surrounded by all of the comforts of home.<br /><br />In town for business?  The apartment’s location makes it the perfect destination for your  business trips to Boston. Our studios are fully equipped with a kitchenette, sitting room & work space for that at-home feel.","If you’re looking to experience quintessential Boston, look no further. Located in the heart of the city, Newbury Street is a mile long stretch of 19th-century brownstones that are homes to hundreds of shops and restaurants. Newbury Street is one of the most sought-out destinations for tourists and locals alike, and is steps from the Boston Public Library, Prudential Center, and Public Garden.",https://a0.muscache.com/pictures/prohost-api/Hosting-7475573/original/f3c75bad-d475-41bb-9482-7ef9468315e3.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,Back Bay,42.34982,-71.08264,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$295.00 ,1,1125,1,6,1125,1125,2.5,1125,,t,9,34,64,260,324,4.76,4.89,4.92,4.93,4.89,4.97,4.63,f,87,87,0,0,3.32
7476340,https://www.airbnb.com/rooms/7476340,city scrape,"Charming Studio in Boston Brownstone, #44","The unit is stylishly designed for comfort, value and convenience. Centrally located on the line Boston’s Back Bay and South End. When you think of Boston, your first thought may not be the South End, but maybe it should be! The South End of Boston boasts that neighborhood charm Boston is known for, with the location to access downtown with ease.","Bordering the neighborhoods of the South End and Back Bay – Literally steps to the financial district, The Copley Mall, and Newbury Street where you will find some of the world’s finest shopping.",https://a0.muscache.com/pictures/prohost-api/Hosting-7476340/original/d1a50f75-53ad-4412-aadf-55f27558c402.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$147.00 ,1,1125,1,6,1125,1125,2.6,1125,,t,6,17,28,255,152,4.55,4.63,4.68,4.78,4.76,4.9,4.48,f,87,87,0,0,1.73
7511737,https://www.airbnb.com/rooms/7511737,city scrape,Spacious South End Studio w/Boston View #7,"The unit is stylishly designed for comfort, value and convenience. Centrally located on the line between Boston’s Back Bay and South End Neighborhoods. This unit is perfect for travelers, students or while visiting Boston on a Business trip. Our cozy studio will serve as your home away from home.","Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street.",https://a0.muscache.com/pictures/f24ac4b7-788d-46f6-8a58-c8f7f6795286.jpg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$197.00 ,29,1125,29,29,1125,1125,29,1125,,t,27,57,87,286,247,4.66,4.77,4.8,4.91,4.87,4.93,4.54,f,87,87,0,0,2.33
7513605,https://www.airbnb.com/rooms/7513605,city scrape,"Stylish Downtown Studio in the SouthEnd, C.Ave# 2","The unit is stylishly designed for comfort, value and convenience. Centrally located on the line Boston’s Back Bay and South End. Quaint and chic are just 2 words to describe Boston’s South End neighborhood. In the past few years, the South End has grown to be one of Boston’s hottest neighborhoods built with families and young professionals in mind. Loaded with restaurants (some of the best in the city), art galleries, and boasting a modern industrial vibe, the South End is an ideal destination.","Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street.",https://a0.muscache.com/pictures/7792af51-2996-4f18-ae13-c25fc73d01cd.jpg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,South End,42.34447,-71.07644,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$147.00 ,29,1125,29,29,1125,1125,29,1125,,t,11,19,29,206,234,4.6,4.76,4.75,4.86,4.85,4.92,4.46,f,87,87,0,0,2.22
7513906,https://www.airbnb.com/rooms/7513906,city scrape,Charming & Stylish Studio on Beacon Hill; #6,"Our stylish and comfortable studio offers the luxury of home furnishings with the accessibility of downtown Boston and a short walk to Mass General Hospital.  <br /><br />Located in the historic Beacon Hill neighborhood, you’ll be immediately swept away by the old-school charm of this neighborhood. Surrounded by brownstones, coffee shops, and locals, you’ll feel right at home in this community. Steps away from the State House, MGH, and the Boston Common, this location is nothing short of perfect.","Beacon Hill is one of Boston’s most historic neighborhoods.<br /><br />Close to public transportation, the neighborhood offers antique shops, boutiques and restaurants.<br /><br />Beacon Hill is regarded as the most desirable and expensive neighborhood in Boston.<br /><br />Please note that we are located in the heart of the city and therefore subject to noise from street construction in the fall from the City of Boston. We are not given advance notice of these projects as they are unrelated to our business. This construction is usually not active during weekends or holidays.",https://a0.muscache.com/pictures/prohost-api/Hosting-7513906/original/703c3f94-4959-4402-aa40-23df6a4ffe85.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Fire extinguisher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$219.00 ,29,1124,29,29,1125,1125,29,1125,,t,27,57,87,292,225,4.65,4.74,4.75,4.87,4.86,4.95,4.53,f,87,87,0,0,2.13
7514024,https://www.airbnb.com/rooms/7514024,city scrape,"Downtown Beacon Hill Convenient, Comfy Studio #14","Our stylish and comfortable studio offers the luxury of home furnishings with the accessibility of downtown Boston and a short walk to Mass General Hospital.  <br /><br />Located in the historic Beacon Hill neighborhood, you’ll be immediately swept away by the old-school charm of this neighborhood. Surrounded by brownstones, coffee shops, and locals, you’ll feel right at home in this community. Steps away from the State House, MGH, and the Boston Common, this location is nothing short of perfect.","Beacon Hill is one of Boston’s most historic neighborhoods.<br /><br />Close to public transportation, the neighborhood offers antique shops, boutiques and restaurants.<br /><br />Beacon Hill is regarded as the most desirable and expensive neighborhood in Boston.<br /><br />Please note that we are located in the heart of the city and therefore subject to noise from street construction in the fall from the City of Boston. We are not given advance notice of these projects as they are unrelated to our business. This construction is usually not active during weekends or holidays.",https://a0.muscache.com/pictures/prohost-api/Hosting-7514024/original/e11c6629-8a84-49e7-abb9-86f52c80f994.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$348.00 ,29,1124,29,29,1125,1125,29,1125,,t,23,53,83,279,190,4.56,4.7,4.9,4.88,4.84,4.89,4.47,f,87,87,0,0,2.17
7514336,https://www.airbnb.com/rooms/7514336,city scrape,Charming & Stylish Studio on Beacon Hill; #11,"Our stylish and comfortable studio offers the luxury of home furnishings with the accessibility of downtown Boston and a short walk to Mass General Hospital.  <br /><br />Located in the historic Beacon Hill neighborhood, you’ll be immediately swept away by the old-school charm of this neighborhood. Surrounded by brownstones, coffee shops, and locals, you’ll feel right at home in this community. Steps away from the State House, MGH, and the Boston Common, this location is nothing short of perfect.","Beacon Hill is one of Boston’s most historic neighborhoods.<br /><br />Close to public transportation, the neighborhood offers antique shops, boutiques and restaurants.<br /><br />Beacon Hill is regarded as the most desirable and expensive neighborhood in Boston.<br /><br />Please note that we are located in the heart of the city and therefore subject to noise from street construction in the fall from the City of Boston. We are not given advance notice of these projects as they are unrelated to our business. This construction is usually not active during weekends or holidays.",https://a0.muscache.com/pictures/prohost-api/Hosting-7514336/original/2c831a77-7440-4b40-95e7-dfabbd7e075d.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$219.00 ,1,1125,1,6,1125,1125,2.5,1125,,t,25,53,83,289,177,4.42,4.63,4.81,4.79,4.77,4.85,4.34,t,87,87,0,0,1.81
7531700,https://www.airbnb.com/rooms/7531700,city scrape,Charming & Stylish Studio on Beacon Hill; #3,"Our stylish and comfortable studio offers the luxury of home furnishings with the accessibility of downtown Boston and a short walk to Mass General Hospital.  Located in the historic Beacon Hill neighborhood, you’ll be immediately swept away by the old-school charm of this neighborhood. Surrounded by brownstones, coffee shops, and locals, you’ll feel right at home in this community. Steps away from the State House, MGH, and the Boston Common, this location is nothing short of perfect.","Located in the historic Beacon Hill neighborhood, you’ll be immediately swept away by the old-school charm of this neighborhood. Surrounded by brownstones, coffee shops, and locals, you’ll feel right at home in this community. Steps away from the State House, MGH, and the Boston Common, this location is nothing short of perfect.<br /><br />Please note that we are located in the heart of the city and therefore subject to noise from street construction in the fall from the City of Boston. We are not given advance notice of these projects as they are unrelated to our business. This construction is usually not active during weekends or holidays.",https://a0.muscache.com/pictures/prohost-api/Hosting-7531700/original/a51a077e-8262-4afc-8d54-e2465ec1187b.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$343.00 ,1,1125,1,6,1125,1125,2.5,1125,,t,23,50,78,268,193,4.68,4.91,4.88,4.88,4.86,4.96,4.55,f,87,87,0,0,1.8
7635616,https://www.airbnb.com/rooms/7635616,city scrape,Charming & Stylish Studio on Beacon Hill; #9,"Our stylish and comfortable studio offers the luxury of home furnishings with the accessibility of downtown Boston and a short walk to Mass General Hospital.  <br /><br />Located in the historic Beacon Hill neighborhood, you’ll be immediately swept away by the old-school charm of this neighborhood. Surrounded by brownstones, coffee shops, and locals, you’ll feel right at home in this community. Steps away from the State House, MGH, and the Boston Common, this location is nothing short of perfect.","Beacon Hill is one of Boston’s most historic neighborhoods.<br /><br />Close to public transportation, the neighborhood offers antique shops, boutiques and restaurants.<br /><br />Beacon Hill is regarded as the most desirable and expensive neighborhood in Boston.<br /><br />Please note that we are located in the heart of the city and therefore subject to noise from street construction in the fall from the City of Boston. We are not given advance notice of these projects as they are unrelated to our business. This construction is usually not active during weekends or holidays.",https://a0.muscache.com/pictures/prohost-api/Hosting-7635616/original/e66481ee-5adc-4d2a-9f0a-347a59c37c70.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,Beacon Hill,42.36017,-71.06346,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",$339.00 ,1,1125,1,6,1125,1125,2.5,1125,,t,23,53,83,266,303,4.66,4.85,4.86,4.87,4.83,4.92,4.54,f,87,87,0,0,2.89
7694365,https://www.airbnb.com/rooms/7694365,city scrape,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41","The unit is stylishly designed for comfort, value and convenience. Centrally located on the line Boston’s Back Bay and South End. Quaint and chic are just 2 words to describe Boston’s South End neighborhood. In the past few years, the South End has grown to be one of Boston’s hottest neighborhoods built with families and young professionals in mind. Loaded with restaurants (some of the best in the city), art galleries, and boasting a modern industrial vibe, the South End is an ideal destination.","Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street.",https://a0.muscache.com/pictures/prohost-api/Hosting-7694365/original/9c66f049-5259-49c3-9558-10abed9c5ee1.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""Toaster"", ""TV with standard cable"", ""Dishes and silverware"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Hair dryer"", ""Iron"", ""Washer""]",$279.00 ,1,1125,1,6,1125,1125,2.5,1125,,t,26,56,86,354,162,4.66,4.81,4.81,4.93,4.92,4.93,4.45,t,87,87,0,0,1.67
7694559,https://www.airbnb.com/rooms/7694559,city scrape,"Heart of South End, Convenient, Comfy Studio #32","The unit is stylishly designed for comfort, value and convenience. Centrally located on the line between Boston’s Back Bay and South End Neighborhoods. If you’re looking to escape the hustle and bustle of downtown on an already stressful business trip to Boston, this South End studio will be your sweet escape. Located in a charming brownstone, this clean and cozy unit (complete with exposed brick) will knock the socks off of any hotel room in the city.","Conveniently bordering the neighborhoods of the South End, Back Bay and Copley Square –  Steps to public transportation, the financial district, The Copley Mall, and Newbury Street.",https://a0.muscache.com/pictures/prohost-api/Hosting-7694559/original/76993983-8589-4a87-805d-5a0460e4e80d.jpeg,22348222,https://www.airbnb.com/users/show/22348222,Maverick,10/9/14,"Massachusetts, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83361acc-5f58-40d8-91d4-ba09181ea77e.jpg?aki_policy=profile_x_medium,Beacon Hill,"['email', 'phone']",t,t,South End,42.34441,-71.07633,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Fire extinguisher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Smoke alarm"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Hair dryer"", ""Iron"", ""Washer""]",$147.00 ,1,1125,1,6,1125,1125,2.6,1125,,t,1,9,14,237,160,4.61,4.76,4.76,4.89,4.87,4.93,4.38,f,87,87,0,0,1.81
