listing_id,id,date,month,year,reviewer_id,reviewer_name,comments,overall
4623114.0,1.13e+18,2024-04-07,4,2024,154641059,Brianna,"Great stay for 2 people and was short walking distance to public transportation! Listing is as described and as shown in photos, would stay again if in the area in the future.",5.0
4623114.0,1.14e+18,2024-04-20,4,2024,15860589,Jomarie,"Clean, comfortable. The kitchenette had everything I needed",5.0
4623114.0,1.14e+18,2024-04-27,4,2024,138025415,Courtney,"Small and sweet room to stay in while I spent a few days in Boston. I was working walking distance of pretty much every place I wanted to visit (museums, restaurants, parks), which was amazing.",5.0
4623114.0,1.15e+18,2024-04-29,4,2024,34420168,Adam,Easy check-in & check-out. Place was extremely tidy & clean. Great area and price. Highly recommend for a weekend in Boston.,5.0
4623114.0,1.17e+18,2024-06-07,6,2024,236361418,Shayne,Mavericks place was awesome! Very easy check in and check out. I came for a Celtics game and it was about a 45 minute walk to the TD garden. Walking distance to everything I wanted to do downtown Boston. The place was on the smaller size but perfect for just me and my 2 night stay. It was quiet and in a nice location. I highly recommend this place if you are just stopping in Boston for a few nights. I would<br/>for sure stay here again.,5.0
4623114.0,1.18e+18,2024-06-09,6,2024,315746615,Denali,"Loved our stay! great neighborhood, easy access, and nice space. Thank you!",5.0
4623114.0,1.18e+18,2024-06-11,6,2024,81352488,Grecia,"I recently stayed at this Airbnb in Boston's Back Bay, and I couldn't be happier with my experience. The host was incredibly communicative and helpful throughout our stay, making sure we had everything we needed and providing excellent recommendations for local spots.<br/>The location is unbeatable – just a short walk to Newbury Street and many other fantastic areas. We loved being able to explore the city easily on foot. The apartment itself was clean, comfortable, and well-appointed.",5.0
5769127.0,1.1e+18,2024-03-02,3,2024,453752416,Marcella,"Place was a perfect location. The stove did not work which was a downside, especially since we stayed for longer. Other than that we were happy.",4.0
6758443.0,1.08e+18,2024-01-25,1,2024,498351557,석민,(+) <br/>- located in a good place<br/>- fast response from the host<br/>(-)<br/>- Provided only 3 towels for 2 people regardless of how long you stay. Need to pay an extra amount for towels.<br/>- shower booth door constantly open. Very inconvenient,3.0
6758443.0,1.08e+18,2024-01-29,1,2024,110227943,Sam,"The cost is a bargain! Walls and ceilings between rooms are a little thin, but I never really had trouble sleeping despising pretty aware of my neighbors. Room got cold sometimes but there were some plenty of ways to keep it warm though the hot water often ran out quickly.  The managers were amazingly helpful on the daily. Definitely a pearl among the expensive places to stay in Boston.",4.0
6758443.0,1.08e+18,2024-02-04,2,2024,396179040,Nicolas,clean and safe,5.0
6758443.0,1.1e+18,2024-02-28,2,2024,154928079,Алина,Расположение отличное.,5.0
6758443.0,1.11e+18,2024-03-04,3,2024,422865458,Hyland,We enjoyed our stay at this location! The host was very responsive. Definitely would recommend!,5.0
6758443.0,1.11e+18,2024-03-06,3,2024,6411939,Shaun,"Host was communicative and resolved issues right away, which was a big plus.<br/>I was surprised that the unit was one of many in a hostel-like environment. I wouldn't describe it as ""stylish"" per the listing. The room was kept very clean, but it had what seemed like a permanent smell of cleaning supply fumes that were unpleasant. It was a basic room at a good price that did the job for me during a business trip on a budget, and that seems like the best use case. I wouldn't recommend this place for vacation-goers looking for amenities.",3.0
6758443.0,1.12e+18,2024-03-21,3,2024,359344037,Sae,"Overall, it was a great Airbnb!!",5.0
6758443.0,1.12e+18,2024-03-28,3,2024,250799638,Jc,All good except... <br/>1) 4:00 PM check-in is too late.<br/>2) 4th floor without elevator with heavy suitcases is difficult.,3.0
6758443.0,1.13e+18,2024-04-01,4,2024,465932685,Isabelle,"Very comfortable stay, enjoyed our time!",5.0
6758443.0,1.14e+18,2024-04-18,4,2024,334389200,Thomas,"Amazing location, super cute and cozy. Exactly what you need for a little Boston getaway. Nice short walk from the train! Would definitely book again.",5.0
6758443.0,1.15e+18,2024-04-28,4,2024,573335739,Christopher,They were very quick to answer any and all concerns. It is a very late check in. But ultimately a great experience,5.0
6758462.0,1.06e+18,2024-01-08,1,2024,545881608,Lain,"The room was much smaller than the pictures showed, but was close to transit and in a walkable neighborhood. Back Bay was very pretty! The water in the shower also took a minute to get warm, if that is a priority for you. Overall a pretty good place to stay!",4.0
6758462.0,1.07e+18,2024-01-16,1,2024,430599230,Kaleb,Very clean but A little smaller than we expected . However the hose responded quickly. Sometimes the door on the bathroom was hard to open. Good location though.,4.0
6758462.0,1.07e+18,2024-01-20,1,2024,334527730,Villo,Great location with grocery store nearby. The host was helpful and communicative.,5.0
6758462.0,1.08e+18,2024-01-25,1,2024,39541906,Dan,"This is my second time staying in one of Maverick's airbnbs. If you need to be near Copley and are looking to save some money compared to all the hotels in the immediate area, I'd highly recommend any of Maverick's listings.",5.0
6758462.0,1.14e+18,2024-04-21,4,2024,334374359,Alex,"Overall the stay worked well for our trip to Boston. Great location and the room was as described, small but had everything and felt very safe. Only cons would be that there were a few room issues, the door was stuck on the carpet when we first arrived and the mattress had seen better days/poor circulation in the room. But like I said, did the job and I would stay again! Host was very responsive.",4.0
6758462.0,1.16e+18,2024-05-25,5,2024,264421308,Kindra,Wonderful location at an affordable price! Perfect for our stay. Thank you!,5.0
6758462.0,1.17e+18,2024-05-26,5,2024,405807147,Gabriel,Absolutely loved the place,5.0
6759004.0,1.08e+18,2024-02-04,2,2024,558069393,Madeleine,Had a great stay here! Thank you!,5.0
6759004.0,1.09e+18,2024-02-11,2,2024,31424625,Jill,"Thanks for an amazing stay!  Quick weekend for me, but everything was perfect!  Great location, wonderful restaurants,  public gardens close by, and fun shopping right outside the door.  Place was quiet and I had no problem with the steps.  I thought it was a great way to close my exercise  rings.",5.0
6759004.0,1.09e+18,2024-02-15,2,2024,228451738,Drayton,Good location and easy to enter and was very clean,5.0
6759004.0,1.09e+18,2024-02-18,2,2024,369126579,Kylah,"Great place in an amazing part of the city! Bathroom is a bit small which we were not expecting, but the location was the best we could ask for! I will definitely think of this place for my next Boston trip!",4.0
6759004.0,1.1e+18,2024-03-03,3,2024,36534210,Tjeerd,Great location and very practical layout. Quiet at night. Heating works smooth and well. Also quick communication.,5.0
6759004.0,1.14e+18,2024-04-20,4,2024,402199012,Alejandra,"The arrival was very easy, and the host was easy to reach and very helpful.<br/>Everything was clean and ordered, I really loved staying there.<br/>It's a bit pricey but compared to other options in the city, it's one of the best value for money.<br/>I would definitely recommend it :)",5.0
6759004.0,1.14e+18,2024-04-27,4,2024,377701876,Katy,Great place to stay. Easy to find and easy to check in. Close to everything. Will stay again,5.0
6759004.0,1.16e+18,2024-05-24,5,2024,131200971,Usman,"Location of this property is excellent, and makes it easy to get to anywhere. The room was ok and my stay was generally comfortable. However, I’m disappointed with cleanliness. On first night, I found a green colored sticky tape on the blanket, which clearly means it wasn’t washed, and that creates doubts in my mind about what else wasn’t washed. Lightning was dim. The sink in bathroom is extremely small and hard to use without spilling water outside. Bed was comfortable and all needed amenities were there. One night water started dripping from the ceiling in one spot (probably condensation due to AC). It was quiet with no disturbances.",3.0
6759004.0,1.16e+18,2024-05-25,5,2024,105702159,Carlos,Great location for staying in back bay.,5.0
6759004.0,1.17e+18,2024-05-27,5,2024,503857333,Cameron,Great stay in a lively part of Boston,5.0
6759004.0,1.18e+18,2024-06-10,6,2024,102160016,Becca,"It's small (the bathroom is VERY tight) but conveniently located to lots of walkable spots in Boston. We had an issue with wifi connectivity, but the host did their best to help.",4.0
6759004.0,1.18e+18,2024-06-15,6,2024,428296227,Trish,Perfect location!  Great find for a last minute trip to Boston…walking distance to practically everything!,5.0
6759439.0,1.06e+18,2024-01-04,1,2024,180819857,Rocky,"great place, location and price!",5.0
6759439.0,1.11e+18,2024-03-17,3,2024,4624822,Curran,"Perfect place for a solo stay in Boston! Close to transportation and tourist areas like Newbury Street. Was here for a conference and this was the ideal spot to rest my head and access the Back Bay area. Clean, comfortable and relatively affordable compared to elsewhere in Boston. Recommend for all these reasons.",5.0
6759439.0,1.12e+18,2024-03-25,3,2024,151674967,Myles,"Stayed in this quaint studio in Boston, which was the epitome of cozy, with a clean aesthetic and a well-equipped kitchen. Communication with the Maverick staff via the Airbnb app was top-notch; they were incredibly responsive and helpful, providing great local tips.<br/>Unfortunately Boston chill did creep in, and it took a while to warm up the space with the electric heater provided. Also, be prepared for a bit of a sound-travel issue due to a gap under the door going into the hallway and thin walls - removing any real sense of privacy when wishing to take calls or listen to music. <br/>On the plus side, the studio is conveniently located a mere 5-minute walk from the train station and offers excellent WiFi. It's perfect for a solo traveler on a short stay in Boston. The area around is quiet, safe, and picturesque, ideal for evening strolls. The bed, while comfy, is quite noisy, and the space feels more suited for short stays due to its size and the mentioned issues.",4.0
6759439.0,1.13e+18,2024-04-08,4,2024,148835723,Luis Miguel,Very nice place!!! Well located and responsive host.,5.0
6759439.0,1.14e+18,2024-04-17,4,2024,495672344,Dominique,"Nice place between Back Bay and South End Areas. <br/>Pros : location, cleanness, functionality.<br/>Cons : no cooking options in the flat, quite small, bed could be more confortable.<br/>Recommend this place for a short solo stay.",4.0
6759439.0,1.15e+18,2024-05-04,5,2024,94549326,Gregory,"The location, price, and space was great. Just what I needed for a quick business trip. The only negatives I had were the water pressure in the shower was kinda awful and the bed could have been more comfortable. Nicer products in the bathroom would have been a nice touch to elevate the small otherwise plain space. But this place was priced right and I would 100% stay again. Everything was super clean. Checking in was easy with the digital codes. Plenty of space for 1-2 people.",4.0
6759439.0,1.16e+18,2024-05-12,5,2024,463143167,Aric,"Great stay! Thank you for welcoming me to Boston south end! I will definitely be back to the city, and this process was seamless and easy.",5.0
6759439.0,1.17e+18,2024-05-31,5,2024,577886203,Leen How,"Undoubtedly great location. Most key places of interest are within walkable distance. Great neighborhood. In addition, it is easily connected to different jogging paths, parks, and Charles River; for a jogger, I couldn't ask for better. Next times, I will want to try out the other room types. Thanks to Maverick.",5.0
6762011.0,1.06e+18,2024-01-01,1,2024,499261349,Liam,"I had a good 2 night stay over New Years Eve weekend while visiting friends in the area. The pictures were accurate and the property served its purpose well. Didn’t spend much time in it, just used it as a spot to sleep. <br/>There are plenty of spots to eat nearby. It is a very walkable area and there are even Blue Bikes nearby to rent and ride around the city. It was easy to find and get into the room. If you are looking to stay in the area for a couple of nights, I would consider trying one of Maverick’s properties!",5.0
6762011.0,1.07e+18,2024-01-14,1,2024,476955272,Jiaming,Quite small，but enough,3.0
6762011.0,1.08e+18,2024-01-27,1,2024,294313302,Javiera,muy buen lugar para descansar,4.0
6762011.0,1.11e+18,2024-03-12,3,2024,87291374,Sarah,A great place to stay at. It’s close to the city centre and you can reach public transport very easily.,5.0
6762011.0,1.17e+18,2024-05-27,5,2024,18287855,Sam,"Great stay, great location, and easy access. Would recommend to any looking for a weekend away in Boston. Will be back for sure.",5.0
6810723.0,1.07e+18,2024-01-15,1,2024,540832208,Pulkit,"Great place! Walkable to basically any major location in Boston you’d want to visit - Chinatown, prudential center/newbury street as well as seaport (20-30ish mins walk).",5.0
6810723.0,1.07e+18,2024-01-16,1,2024,540832208,Pulkit,"This was an extension to a previous stay, although as stated in my previous review, awesome place and staff!",5.0
6810723.0,1.13e+18,2024-04-08,4,2024,65391942,Hisayo,"Very comfortable place to stay even though the private bathroom is located on across the hallway with special pin code to open. It was not hassled at all and I have never seen any people who stayed on the same floor whenever I went to bathroom, so I felt safe.<br/>Also Maverick’s place is located in residential area so it was very quiet area and I slept very well. It is walking distance to any subway lines. However grocery stores or drug stores are not located nearby, so it was not convenient for me to buy something to eat/drink at night. <br/>Over all, it was so great to stay and highly recommend!",4.0
6810723.0,1.14e+18,2024-04-16,4,2024,560997736,Brittney,Great spot tucked away from traffic and noise! Walking distance from everything you could need. Great host!,5.0
6810723.0,1.17e+18,2024-06-07,6,2024,333056864,Kathern,The host was very communicative with us.,5.0
6810723.0,1.18e+18,2024-06-09,6,2024,276427138,Augusta,"This unit was exactly as described. I was initially taken aback that the restroom was across the hall and that the room was compact, but I quickly got over that! This is a clean and convenient place to stay. If I’m ever in Boston again, I’ll consider this location.",4.0
6851459.0,1.07e+18,2024-01-15,1,2024,552189765,Thomas,Very cozy place,4.0
6851459.0,1.08e+18,2024-01-31,1,2024,151632995,Ilia,"Location is perfect, room was nice for a short stay.",5.0
6851459.0,1.08e+18,2024-02-04,2,2024,161338753,Nanette,This location is perfect! So walkable to so many things and such a safe area! We loved being able to walk to different parks/shopping areas. Maverick is a great host and was even able to help me find something I left behind. Could not recommend this place enough if you’re staying Boston!,5.0
6851459.0,1.09e+18,2024-02-11,2,2024,489877714,Joseph,Great place. Walkable distance from restaurants.,5.0
6851459.0,1.09e+18,2024-02-17,2,2024,30662799,Tyrees,Maverick’s place is centrally located with places to eat within walking distance. It is located in a lovely brownstone building.  The studio was quaint and perfect for one person staying in the area for a conference.,4.0
6851459.0,1.09e+18,2024-02-18,2,2024,386292720,Adam,The place is great makes you almost feel like you live in Boston rather than just visiting it’s quiet and perfect to walk to anywhere you may want!,5.0
6851459.0,1.1e+18,2024-02-23,2,2024,140561479,Jessica,"Great apartment, close to downtown, we'd stay here again! :)",5.0
6851459.0,1.1e+18,2024-02-29,2,2024,228133836,Diego,"Nice studio with basic necessities.  It definitely needs some updating structure wise. The leather couch has no cushion on the back so if you’re not careful you can hit yourself with the wood, TV is not a smart TV so couldn’t stream, and housekeeping woke me up trying to come in mid day without being asked to.  Aside from those small details the host was very responsive, very nice and easy to communicate with.   The location is great and close to a lot of places and restaurants walking distance.  Would def recommend it and would definitely stay there again.",4.0
6851459.0,1.1e+18,2024-03-03,3,2024,206056249,Sean,Thanks,5.0
6851459.0,1.11e+18,2024-03-09,3,2024,176989444,Frank,Great stay!,5.0
6851459.0,1.11e+18,2024-03-17,3,2024,12510909,Nuri,"Perfect place to stay in Back Bay — convenient location, affordable, small but spacious enough for 1-2 people",5.0
6851459.0,1.12e+18,2024-03-20,3,2024,249706157,Anna,Great location and great communication!,5.0
6851459.0,1.12e+18,2024-03-27,3,2024,542997192,Hector,"No corresponde a lo ofrecido,mal mantenimiento , ruidoso en todos en todos aspectos,se escuchan los ruidos y pasos de el departamento de arriba asi como los de la calle,las persianas no bloquean la luz que entra desde temprano,se siente un lugar vuehi y sucio",2.0
6851459.0,1.13e+18,2024-04-07,4,2024,491215421,Hannah,"Upon arrival, the place was pretty clean. Check-in was simple. Location was great and that was definitely what we paid for when reserving this AirBnB. Staff were responsive as well. However, some parts of the AirBnB made our stay less enjoyable and quite frustrating. The cleaning service never came to our room, the TV would not connect to their cable box no matter what we tried, and the apartment was freezing at times. For what we paid, we thought that having a working TV and access to heat on a very cold weekend would’ve been standard. The space was significantly smaller than the pictures show - it was extremely tight. This place would benefit from maintenance and updates to make it feel more homey as it was advertised. Luckily, due to the location, we didn’t spend a super large amount of time in the room. However, we would have liked the basic amenities to be more accessible while we were there. The place was fine, but we will not be staying again as the cost and value do not match.",3.0
6851459.0,1.15e+18,2024-05-02,5,2024,54908734,Kim,The place was exactly as expected! The neighborhood is wonderful and the Maverick team was responsive to address a couple small issues. I would stay here again!,5.0
6851459.0,1.15e+18,2024-05-04,5,2024,248400805,Brian,"Great location, nice space.",5.0
6851459.0,1.16e+18,2024-05-13,5,2024,6098684,Andrea,"I had initially had issues checking in through the front door, but called and the customer service agent was very helpful and got me in right away. The location is fantastic, the bed is comfy and clean, and the shower and bathroom were in perfect working order. I loved how handy it was to come in and out in with the door code, and the neighbourhood is quiet and well-maintained. Would come back again. Thanks!",5.0
6851459.0,1.16e+18,2024-05-16,5,2024,61157729,John,Smelled a little funny. It was pretty warm and muggy in the unit but a sign in the unit forbids guests from turning on the AC.,4.0
6851459.0,1.16e+18,2024-05-19,5,2024,59098259,Amanda,"This stay was wonderful! The apartment was in a great location for my work trip and it was super easy to find. The room was spacious for what I needed it for and extremely tidy. The check in and out process was super seamless with the special codes provided before my stay and I didn’t experience any issues. The bed was comfortable and clean and there were amenities like soap, shampoo, conditioner, an extra blanket, towels, a hair dryer, kitchen supplies, and an air purifier provided. Wifi worked well and though I didn’t try the heat/ac unit there was a remote available to activate it. The only downside was that during the weekend nights the streets were quite noisy with people chattering outside the windows especially from about 2AM-4AM.",4.0
6851459.0,1.17e+18,2024-05-26,5,2024,237077852,Linda,Quiet & restful,4.0
6851459.0,1.17e+18,2024-05-29,5,2024,540088965,暐翔,It’s located at wonderful area.,5.0
6851459.0,1.17e+18,2024-05-31,5,2024,491932297,Caroline,Very easy and exactly what we were looking for for a night in Boston! Parking was a couple blocks away which was my only concern going in but it was not an issue at all,5.0
6851459.0,1.17e+18,2024-06-02,6,2024,383713692,Brooklyn,Great location!! Our stay was very easy and enjoyable,5.0
6851459.0,1.18e+18,2024-06-09,6,2024,305265265,Sachi,Nice little cozy place to stay at with lots of great things to do around the area,5.0
6851460.0,1.06e+18,2024-01-01,1,2024,32079440,Sanjala,Wish they left more towels,3.0
6851460.0,1.07e+18,2024-01-14,1,2024,385771664,Agata,loved it,5.0
6851460.0,1.07e+18,2024-01-22,1,2024,347817298,Laura,Perfect location! Thoroughly enjoyed our stay!,5.0
6851460.0,1.09e+18,2024-02-16,2,2024,515982958,Noah,Nice,4.0
6851460.0,1.09e+18,2024-02-18,2,2024,507769065,Kenneth,I had a great stay here! The spot is perfect for staying in Boston. This host was super responsive and it made me stay very smooth!,5.0
6851460.0,1.12e+18,2024-03-23,3,2024,198518607,Jp,centrally located to everything worth seeing and doing.  super nice place with lots of charm. I would definitely recommend this unit.,5.0
6851460.0,1.12e+18,2024-03-31,3,2024,37128035,Frederica,Great location ! The Maverick team’s was very responsive and polite. <br/>Great experience overall,5.0
6851460.0,1.13e+18,2024-04-05,4,2024,57172860,Jacob,Perfect little place that was significantly better than a hotel room,5.0
6851460.0,1.14e+18,2024-04-23,4,2024,234751949,Alain,"Clean spot! Great area in Boston, well taken care of. Responsive host!",5.0
6851460.0,1.15e+18,2024-05-07,5,2024,131048301,Yiyi,还会再选择住在这里,5.0
6851460.0,1.17e+18,2024-05-26,5,2024,244016449,Fatima,"The area is super walkable, found a lot of great spots around our place. Close to public transit as well, which was easy to use. Would highly recommend if you’re looking for a place with basic amenities.",5.0
6851460.0,1.17e+18,2024-06-02,6,2024,35470573,Marissa,"Responsive hosts, easy to get in, lovely area. Would stay there again",5.0
6851460.0,1.18e+18,2024-06-21,6,2024,525077917,Vanessa,"Loved it here, visited one night for a concert and would definitely come back again!",5.0
6879036.0,1.07e+18,2024-01-16,1,2024,206079105,Flora,"great listing, close to Boston common. safe and lots of shopping around.",5.0
6879036.0,1.08e+18,2024-02-04,2,2024,332126513,Marianna,Great location and nice apartment! Host was very communicative! Would recommend!,5.0
6879036.0,1.09e+18,2024-02-19,2,2024,188856405,Matthew,great location!,5.0
6879036.0,1.11e+18,2024-03-05,3,2024,515337514,Ping,The lively streets in the center of the city are suitable for walking,4.0
6879036.0,1.11e+18,2024-03-17,3,2024,32163180,Peter,"This was a very convenient to attend a conference at the Sheraton nearby, which is in the Prudential mall, which very close to the apartment. In addition, it is close to Copley Square, and the incredible Boston Public Library, and the Back Bay free airport bus.",5.0
6879036.0,1.16e+18,2024-05-20,5,2024,147576799,Justine,"Great place with so much to do all around! Walkable to “The T”, access to Blue Bikes, and just walkable in general! With such a great/popular location, it does come with some louder nights (especially with the head of the bed at the window). Team was responsive when I checked in with them. Wish the freezer in the fridge was a little larger (pumping mama here). But very happy and would stay here again!",4.0
6879036.0,1.16e+18,2024-05-21,5,2024,115356440,Seyed Kaveh,"A charming spot nestled in the heart of Boston, where everything you need is within walking distance.",5.0
6882615.0,1.07e+18,2024-01-15,1,2024,486225465,Chen,Great location and the host is helpful,5.0
6882615.0,1.08e+18,2024-02-04,2,2024,552639239,Emelia,the location is amazing!,5.0
6882615.0,1.1e+18,2024-02-25,2,2024,441160675,Jordi,Great AirBnB in a great location. Enjoyed our stay.,5.0
6882615.0,1.1e+18,2024-02-29,2,2024,17733730,Kendall,Perfect location!,5.0
6882615.0,1.11e+18,2024-03-06,3,2024,154611770,Diego,El departamento es tal cual se anuncia. Sobre la calle más turística de Boston.<br/>Las tiendas más importantes están a pasos de distancia.<br/>El barrio es muy tranquilo y accesible,5.0
6882615.0,1.11e+18,2024-03-17,3,2024,33766551,Susan,"Very attractive, comfortable, and mostly well-equipped large studio apartment in a great location. Convenient to the hotel where I attended a conference, the Prudential Center, shopping and restaurants.",5.0
6882615.0,1.12e+18,2024-03-20,3,2024,197121294,William,"Great, private, quiet apartment in the heart of the city with restaurants and shops nearby. Would stay again",5.0
6882615.0,1.13e+18,2024-04-08,4,2024,561606800,Kelly,Great place to stay!,5.0
6882615.0,1.14e+18,2024-04-17,4,2024,337309296,Eva,"I stayed at Maverick suites for the Boston marathon and the location was perfect! Walkable to all of the marathon events, restaurants, and running shops. It was a wonderful stay!",5.0
6882615.0,1.14e+18,2024-04-18,4,2024,120585672,Chris,"It was a great place to stay on a quick visit, convenient to everything.",5.0
6882615.0,1.14e+18,2024-04-20,4,2024,21437280,Debe,"we had never stayed at an Airbnb run by a management company before so we missed the homie touches that you get when you rent someone's home.. <br/>that being said, you can't beat the location of this unit. it was clean and well organized, only a bit sterile",4.0
7474044.0,1.07e+18,2024-01-14,1,2024,549140459,Alex,"Great place for two! Little small but it’s not like you’d spend much time at the room in a city like Boston. The view isn’t immaculate, my unit was facing an alley, not a big deal. <br/>About 2-3 miles from most things worth doing in Boston and the public transportation is great so you shouldn’t have any trouble navigating from the room.",4.0
7474044.0,1.07e+18,2024-01-21,1,2024,2349160,Beth,Great Airbnb! Super responsive host and very easy checkin/checkout process; would definitely stay again.,5.0
7474044.0,1.09e+18,2024-02-18,2,2024,515082932,Henry,everything was great! the location was the standout feature - a cheap spot on newbury street was an amazing find. checking in was easy and the space itself is comfortable and clean if a little small. the hosts are nice and very communicative.,5.0
7474044.0,1.1e+18,2024-02-21,2,2024,506945519,Nick,"Great prime location in the beautiful back Bay Area with great surroundings and plenty to do. Check in was so easy, everything was very clean and we felt right at home!",5.0
7474044.0,1.13e+18,2024-04-04,4,2024,139718173,Lisa,"Wow, what a hidden gem at a phenomenal price! The location is to die for. Right in the center of Newbury St hustle & bustle and a short walk to anything you could want.<br/>Easy, free Logan Express Back Bay bus from the airport drops you just one block away.<br/>Very short walk to the Prudential Center / Copley Place. 20 min stroll to Boston Commons, AMC movie theater, Downtown shopping, and the Theatre District.<br/>Host was extremely kind, proactive, and responsive.<br/>I would definitely book this property again, it made my quick trip to Boston so incredibly easy!",5.0
